invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence,risk_score,predicted_root_cause,rule_flags,rule_flag_count,recommended_action,status,risk_band,risk_explanation,root_cause_narrative,is_flagged
INV00000042,V00037,PO0000571,CT000037,P0082,India,IDR,2025-03-09,2025-03-15,61695.98,90,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,"Perry, Duke and Olson",Facilities,India,90,Low,0.2374,90,185065.21,Foods,90,Exception,2025-06-13,2025-06-05,Queued,ACH,2025-03-15,12,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 082,AP LATAM,157,0.1671,0.2869,1,Urgent production need,Approved,Business Unit,1,90,2025-06-13,2025-06-11,8,8,1,0,0,0,0.2374,0.2869,0.1671,0,0,0,0,0,0.35,0.55,0.2,11.029990262180162,Very High,UPR,2025-06,90,2025-06-13,-2,2025-06-11,-2,1.0,0.7896855045788747,UPR,Release before contractual due date,1,HOLD,Review Required,High,"Invoice INV00000042 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 23.7%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00000044,V00262,PO0000381,CT000262,P0064,South Africa,USD,2025-12-17,2025-12-23,16897.94,30,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,Monroe-Chen,Logistics,South Africa,30,Low,0.2407,30,15306.63,Ice Cream,30,Standard,2026-01-22,2026-01-08,Queued,NEFT,2025-12-23,22,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,30,2026-01-22,2026-01-23,14,14,1,0,0,0,0.2407,0.4673,0.3606,0,0,0,1,0,0.4,0.7,0.55,9.735006177050574,Medium,Behavioural,2026-01,30,2026-01-22,0,2026-01-22,1,0.8333,0.8346710284802709,Behavioural,Release before contractual due date; UPR missing but paid early; Manual override,3,HOLD,Review Required,Critical,"Invoice INV00000044 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.1%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00000046,V00179,PO0000347,CT000179,P0011,Mexico,IDR,2025-01-27,2025-01-31,45130.4,60,Medium,Approved,PAYMENT_TERM_MISMATCH,Fowler PLC,Logistics,Mexico,90,Low,0.0346,90,17721.96,Corporate,90,Standard,2025-04-24,2025-03-31,Queued,ACH,2025-02-02,12,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Late Night,Processor 011,AP Africa,119,0.1896,0.1399,0,,Not Applicable,,0,90,2025-05-01,2025-05-06,31,31,1,1,30,-7,0.0346,0.1399,0.1896,1,0,0,1,0,0.36,0.6,0.2,10.717333513833355,Very High,System error,2025-03,90,2025-05-01,3,2025-05-04,5,0.6667,0.6519878248213942,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,5,HOLD,Review Required,High,"Invoice INV00000046 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 3.5%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00000047,V00040,PO0000688,CT000040,P0048,Germany,IDR,2025-12-28,2026-01-04,102364.53,90,High,Approved,CORA_SAP_SYSTEM_ERROR,"Bishop, Villarreal and Reyes",Marketing,Germany,60,Medium,0.6272,60,47780.5,Foods,60,Strategic,2026-02-26,2026-01-31,Queued,ACH,2026-01-08,3,Pending,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening,Processor 048,AP Africa,82,0.1879,0.0768,1,Legal settlement,Approved,Finance Lead,1,60,2026-03-05,2026-03-06,33,33,1,1,-30,-7,0.6272,0.0768,0.1879,1,1,1,0,1,0.18,0.65,0.2,11.536305313824196,Very High,UPR,2026-01,60,2026-03-05,2,2026-03-07,1,0.8333,0.8082152999077061,System error,Release before contractual due date; 15+ days early; SAP due date differs from contract; PO/invoice payment term mismatch; High-value early payment; Repeat vendor early payment pattern,6,ESCALATE,Escalated,Critical,"Invoice INV00000047 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 62.7%. Recommended action: ESCALATE.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00000049,V00140,PO0000988,CT000140,P0053,India,ZAR,2025-04-11,2025-04-13,100491.18,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR,"Hardy, Robinson and Gibson",Logistics,India,45,Low,0.2058,45,9628.57,Home Care,45,Standard,2025-05-18,2025-05-20,Queued,SEPA,2025-04-14,5,Approved,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Morning,Processor 053,AP LATAM,150,0.1483,0.2445,0,,Not Applicable,,0,45,2025-05-28,2025-06-02,8,8,1,0,0,-10,0.2058,0.2445,0.1483,0,0,1,1,1,0.35,0.65,0.2,11.517835192508565,Very High,System error,2025-05,45,2025-05-28,4,2025-06-01,5,0.8333,0.7940988044566049,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; High-value early payment,4,ESCALATE,Escalated,High,"Invoice INV00000049 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.6%. Recommended action: ESCALATE.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00000050,V00267,PO0000816,CT000267,P0072,USA,GBP,2025-08-03,2025-08-04,19395.91,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Page-Murray,Professional Services,USA,45,Low,0.114,45,25018.68,Home Care,45,Standard,2025-09-18,2025-09-06,Queued,ACH,2025-08-07,16,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning,Processor 072,AP Africa,188,0.3462,0.3203,1,Port clearance,Pending,Procurement,1,45,2025-09-18,2025-09-16,12,12,1,0,0,0,0.114,0.3203,0.3462,0,1,0,0,0,0.25,0.55,0.55,9.87286905401476,High,UPR,2025-09,45,2025-09-18,-1,2025-09-17,-2,0.8333,0.8378800331077976,UPR,Release before contractual due date,1,HOLD,Review Required,Critical,"Invoice INV00000050 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 11.4%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00000052,V00283,PO0000758,CT000283,P0073,USA,MXN,2025-07-01,2025-07-07,20097.58,45,Medium,Pending,NORMAL_ON_TIME,Cross-Phillips,Logistics,USA,30,Medium,0.1536,30,142072.41,Beauty,30,Strategic,2025-08-03,2025-07-28,Queued,ACH,2025-07-11,0,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening,Processor 073,AP Europe,108,0.0363,0.2674,0,,Not Applicable,,0,30,2025-08-06,2025-08-11,9,9,1,1,-15,-3,0.1536,0.2674,0.0363,1,0,0,1,0,0.25,0.6,0.55,9.908404444785397,High,System error,2025-07,30,2025-08-06,3,2025-08-09,5,0.6667,0.2702575525605575,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,4,DEFER,Deferred,Low,"Invoice INV00000052 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.4%. Recommended action: DEFER.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00000055,V00020,PO0001019,CT000020,P0072,Germany,USD,2026-02-15,2026-02-17,8801.88,30,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,Anderson Group,Marketing,Germany,60,Low,0.0552,60,165131.71,Home Care,60,Standard,2026-04-23,2026-04-09,Queued,Wire,2026-02-19,16,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,60,2026-04-18,2026-04-23,9,9,1,1,30,5,0.0552,0.3203,0.3462,0,0,0,1,0,0.18,0.7,0.55,9.082834219651533,Medium,System error,2026-04,60,2026-04-18,7,2026-04-25,5,0.6667,0.6191347180098254,Behavioural,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Manual override,5,DEFER,Deferred,High,"Invoice INV00000055 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 5.5%. Recommended action: DEFER.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00000059,V00189,PO0001073,CT000189,P0026,Indonesia,IDR,2025-08-08,2025-08-15,79111.99,30,Medium,Pending,PAYMENT_TERM_MISMATCH,Burgess-Stokes,Logistics,Indonesia,60,Medium,0.2001,60,14698.61,Nutrition,60,Strategic,2025-10-04,2025-09-10,Held,Wire,2025-08-16,15,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning,Processor 026,AP India,147,0.0852,0.1746,1,Port clearance,Pending,Procurement,1,60,2025-10-14,2025-10-15,34,34,1,1,30,-10,0.2001,0.1746,0.0852,0,0,0,0,1,0.38,0.65,0.55,11.278632362775866,Very High,UPR,2025-09,60,2025-10-14,-1,2025-10-13,1,0.6667,0.7881322800225492,System error,Release before contractual due date; 15+ days early; SAP due date differs from contract; PO/invoice payment term mismatch,4,DEFER,Deferred,High,"Invoice INV00000059 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 20.0%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00000062,V00401,PO0000941,CT000401,P0010,USA,INR,2025-11-11,2025-11-13,16201.88,30,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Freeman Group,Professional Services,USA,30,Medium,0.2168,30,22856.81,Corporate,30,Standard,2025-12-13,2025-12-04,Queued,SEPA,2025-11-16,8,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 010,AP Americas,152,0.1589,0.0975,1,Urgent production need,Approved,Procurement,0,30,2025-12-13,2025-12-11,9,9,1,0,0,0,0.2168,0.0975,0.1589,0,0,0,0,0,0.25,0.55,0.55,9.692944283197656,Medium,UPR,2025-12,30,2025-12-13,-3,2025-12-10,-2,0.8333,0.6724193315982716,UPR,Release before contractual due date,1,APPROVE,Ready to Release,High,"Invoice INV00000062 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 21.7%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00000063,V00051,PO0000033,CT000051,P0010,USA,IDR,2025-01-05,2025-01-09,11875.7,60,Low,Approved,PAYMENT_TERM_MISMATCH,Galvan LLC,IT Services,USA,30,Low,0.3722,30,131123.98,Nutrition,30,Standard,2025-02-05,2025-01-29,Queued,Wire,2025-01-11,4,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Morning,Processor 010,AP Americas,152,0.1589,0.0975,0,,Not Applicable,,0,30,2025-02-08,2025-02-08,10,10,1,1,-30,-3,0.3722,0.0975,0.1589,1,0,0,1,1,0.25,0.65,0.2,9.382333776551466,Medium,System error,2025-01,30,2025-02-08,3,2025-02-11,6,0.5,0.6536079626247405,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Manual override; Repeat vendor early payment pattern,6,DEFER,Deferred,High,"Invoice INV00000063 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 37.2%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00000065,V00048,PO0000455,CT000048,P0085,USA,ZAR,2025-02-23,2025-02-24,9766.02,90,High,Approved,CORA_SAP_SYSTEM_ERROR,Morales and Sons,IT Services,USA,90,Low,0.4343,30,17169.87,Home Care,30,Standard,2025-03-26,2025-02-17,Queued,ACH,2025-02-27,13,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning,Processor 085,AP Africa,69,0.122,0.4229,0,,Not Applicable,,0,30,2025-03-26,2025-04-01,37,37,1,1,-60,0,0.4343,0.4229,0.122,0,0,0,1,1,0.25,0.65,0.2,9.186766683157062,Medium,System error,2025-02,30,2025-03-26,5,2025-03-31,6,0.8333,0.6233675454757662,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Repeat vendor early payment pattern,5,HOLD,Review Required,High,"Invoice INV00000065 has been flagged because it is scheduled to release 37 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 43.4%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00000068,V00398,PO0000831,CT000398,P0014,USA,GBP,2025-01-30,2025-02-05,22166.13,90,Medium,Approved,PAYMENT_TERM_MISMATCH,Barry Group,Logistics,USA,45,Low,0.0823,45,1998.54,Beauty,45,Standard,2025-03-12,2025-03-17,Queued,Cheque,2025-02-07,13,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Afternoon,Processor 014,AP Europe,175,0.0759,0.211,0,,Not Applicable,,0,45,2025-03-22,2025-03-28,5,5,1,1,-45,-10,0.0823,0.211,0.0759,0,0,0,1,1,0.25,0.65,0.2,10.006365840013025,High,System error,2025-03,45,2025-03-22,7,2025-03-29,6,0.8333,0.7924360863187583,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,4,DEFER,Deferred,High,"Invoice INV00000068 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.2%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00000069,V00377,PO0001198,CT000377,P0088,Mexico,IDR,2025-02-25,2025-02-27,2527.19,45,Low,Approved,NORMAL_ON_TIME,Gordon-Mckay,IT Services,Mexico,30,Low,0.3407,30,54807.1,Corporate,30,Strategic,2025-03-26,2025-03-24,Held,Cheque,2025-02-28,13,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 088,AP Europe,137,0.0483,0.2499,0,,Not Applicable,,0,30,2025-03-29,2025-04-03,5,5,1,1,-15,-3,0.3407,0.2499,0.0483,0,0,0,1,0,0.36,0.6,0.2,7.835258910670358,Low,System error,2025-03,30,2025-03-29,6,2025-04-04,5,0.8333,0.3428093000497535,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Repeat vendor early payment pattern,5,DEFER,Deferred,Low,"Invoice INV00000069 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 34.1%. Recommended action: DEFER.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
