audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00000085,INV00000157,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:16:39,Behavioural,ESCALATE until 2026-03-23 00:00:00,0.746,Open,"Invoice INV00000157 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 55.0%. Recommended action: ESCALATE."
AUD00000086,INV00000158,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:40,Behavioural,HOLD until 2026-01-24 00:00:00,0.7968,Open,"Invoice INV00000158 has been flagged because it is scheduled to release 39 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 49.4%. Recommended action: HOLD."
AUD00000087,INV00000159,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:16:41,UPR,APPROVE until 2025-03-23 00:00:00,0.7311,Closed,"Invoice INV00000159 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 4.5%. Recommended action: APPROVE."
AUD00000088,INV00000160,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:16:42,UPR,APPROVE until 2026-03-19 00:00:00,0.7378,Closed,"Invoice INV00000160 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 49.1%. Recommended action: APPROVE."
AUD00000089,INV00000162,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:16:43,Not applicable / on-time,APPROVE until 2025-06-13 00:00:00,0.6357,Closed,"Invoice INV00000162 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 32.8%. Recommended action: APPROVE."
AUD00000090,INV00000163,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:44,Behavioural,HOLD until 2025-12-03 00:00:00,0.9105,Open,"Invoice INV00000163 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 26.0%. Recommended action: HOLD."
AUD00000091,INV00000164,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:45,Behavioural,HOLD until 2026-02-23 00:00:00,0.8543,Open,"Invoice INV00000164 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 7.5%. Recommended action: HOLD."
AUD00000092,INV00000166,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:46,System error,HOLD until 2026-04-09 00:00:00,0.8042,Open,"Invoice INV00000166 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 6.9%. Recommended action: HOLD."
AUD00000093,INV00000167,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:16:47,Not applicable / on-time,APPROVE until 2026-02-03 00:00:00,0.6465,Closed,"Invoice INV00000167 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.5%. Recommended action: APPROVE."
AUD00000094,INV00000172,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:48,System error,HOLD until 2025-06-08 00:00:00,0.7718,Open,"Invoice INV00000172 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 22.4%. Recommended action: HOLD."
AUD00000095,INV00000174,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:49,Behavioural,HOLD until 2025-12-02 00:00:00,0.8473,Open,"Invoice INV00000174 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 42.2%. Recommended action: HOLD."
AUD00000096,INV00000175,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:50,Behavioural,HOLD until 2026-02-19 00:00:00,0.6107,Open,"Invoice INV00000175 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 25.4%. Recommended action: HOLD."
AUD00000097,INV00000176,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:51,System error,HOLD until 2025-11-22 00:00:00,0.6129,Open,"Invoice INV00000176 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.1%. Recommended action: HOLD."
AUD00000098,INV00000177,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:52,UPR,HOLD until 2025-08-10 00:00:00,0.8459,Open,"Invoice INV00000177 has been flagged because it is scheduled to release 3 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 36.6%. Recommended action: HOLD."
AUD00000099,INV00000178,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:53,Behavioural,HOLD until 2025-10-19 00:00:00,0.6086,Open,"Invoice INV00000178 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.1%. Recommended action: HOLD."
AUD00000100,INV00000181,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:54,UPR,HOLD until 2025-06-28 00:00:00,0.8046,Open,"Invoice INV00000181 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 28.7%. Recommended action: HOLD."
AUD00000101,INV00000182,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:55,Insufficient audit trail,HOLD until 2026-02-27 00:00:00,0.4633,Open,"Invoice INV00000182 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 52.9%. Recommended action: HOLD."
AUD00000102,INV00000183,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:16:56,Not applicable / on-time,DEFER until 2025-08-22 00:00:00,0.6541,Open,"Invoice INV00000183 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 2.2%. Recommended action: DEFER."
AUD00000103,INV00000184,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:57,Behavioural,HOLD until 2026-03-30 00:00:00,0.644,Open,"Invoice INV00000184 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 28.7%. Recommended action: HOLD."
AUD00000104,INV00000185,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:58,Behavioural,HOLD until 2026-04-23 00:00:00,0.6982,Open,"Invoice INV00000185 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 61.4%. Recommended action: HOLD."
AUD00000105,INV00000186,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:16:59,UPR,HOLD until 2025-03-18 00:00:00,0.8895,Open,"Invoice INV00000186 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 7.8%. Recommended action: HOLD."
AUD00000106,INV00000187,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:17:00,Insufficient audit trail,DEFER until 2026-01-04 00:00:00,0.3098,Open,"Invoice INV00000187 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.8%. Recommended action: DEFER."
AUD00000107,INV00000189,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:17:01,UPR,DEFER until 2026-04-06 00:00:00,0.6396,Open,"Invoice INV00000189 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 33.1%. Recommended action: DEFER."
AUD00000108,INV00000191,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:17:02,Insufficient audit trail,HOLD until 2026-03-10 00:00:00,0.2946,Open,"Invoice INV00000191 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.8%. Recommended action: HOLD."
AUD00000109,INV00000195,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:17:03,Behavioural,HOLD until 2025-06-05 00:00:00,0.8607,Open,"Invoice INV00000195 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 33.8%. Recommended action: HOLD."
AUD00000110,INV00000197,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:17:04,UPR,HOLD until 2026-04-25 00:00:00,0.863,Open,"Invoice INV00000197 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 7.7%. Recommended action: HOLD."
AUD00000111,INV00000198,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:17:05,System error,DEFER until 2026-04-07 00:00:00,0.7887,Open,"Invoice INV00000198 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.9%. Recommended action: DEFER."
AUD00000112,INV00000199,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:17:06,Insufficient audit trail,DEFER until 2025-09-24 00:00:00,0.3019,Open,"Invoice INV00000199 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 44.2%. Recommended action: DEFER."
AUD00000113,INV00000200,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:17:07,System error,HOLD until 2025-05-29 00:00:00,0.6224,Open,"Invoice INV00000200 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 25.8%. Recommended action: HOLD."
AUD00000114,INV00000201,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:17:08,Not applicable / on-time,APPROVE until 2025-10-31 00:00:00,0.734,Closed,"Invoice INV00000201 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 36.5%. Recommended action: APPROVE."
AUD00000115,INV00000204,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:17:09,Behavioural,HOLD until 2026-03-12 00:00:00,0.8579,Open,"Invoice INV00000204 has been flagged because it is scheduled to release 39 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 16.2%. Recommended action: HOLD."
AUD00000116,INV00000206,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:17:10,System error,DEFER until 2025-10-20 00:00:00,0.6264,Open,"Invoice INV00000206 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 33.1%. Recommended action: DEFER."
AUD00000117,INV00000207,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:17:11,Behavioural,APPROVE until 2025-03-12 00:00:00,0.7348,Closed,"Invoice INV00000207 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 14.7%. Recommended action: APPROVE."
