invoice_id,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day
INV00000202,2026-01-20,8,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00000203,2025-09-13,6,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000204,2026-02-11,23,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00000205,2025-01-08,11,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00000206,2025-08-18,5,Released,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Afternoon
INV00000207,2025-01-26,28,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00000208,2025-10-16,17,Released,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00000209,2025-10-11,6,Pending,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Morning
INV00000210,2025-05-29,28,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00000211,2026-01-03,10,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning
INV00000212,2026-03-16,9,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000213,2025-08-07,7,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00000214,2025-07-23,11,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000215,2025-04-01,16,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening
INV00000216,2025-01-21,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00000217,2025-07-12,17,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00000218,2025-07-27,11,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00000219,2025-12-21,12,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000220,2026-02-04,10,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Morning
INV00000221,2025-02-21,6,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00000222,2025-03-15,12,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00000223,2025-09-17,17,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000224,2025-06-25,14,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00000225,2025-11-23,19,Approved,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00000226,2025-05-31,21,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00000227,2025-07-12,24,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00000228,2025-07-28,3,Approved,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Late Night
INV00000229,2025-10-02,24,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00000230,2025-02-07,0,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00000231,2026-02-12,10,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00000232,2025-06-06,4,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000233,2025-04-12,16,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00000234,2025-10-22,12,Released,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000235,2025-03-06,0,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000236,2025-09-27,10,Released,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000237,2025-02-08,14,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000238,2025-05-07,1,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000239,2025-12-08,11,Pending,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00000240,2025-06-20,4,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000241,2026-02-22,1,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon
INV00000242,2025-06-20,7,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00000243,2025-11-19,4,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000244,2025-01-17,8,Held,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000245,2026-03-26,21,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00000246,2025-10-14,5,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00000247,2025-11-24,16,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00000248,2025-06-03,9,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00000249,2025-05-23,0,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000250,2025-07-29,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000251,2025-05-04,12,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000252,2025-01-15,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00000253,2025-11-07,24,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00000254,2025-12-03,13,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00000255,2025-11-09,11,Approved,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Afternoon
INV00000256,2025-09-16,2,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Afternoon
INV00000257,2025-09-02,12,Pending,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning
INV00000258,2026-04-01,2,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00000259,2025-09-05,11,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00000260,2025-11-26,12,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00000261,2025-07-10,14,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000262,2025-01-24,29,Pending,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00000263,2025-06-15,1,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000264,2025-12-02,17,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Morning
INV00000265,2025-10-24,4,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00000266,2025-11-20,0,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00000267,2025-12-17,15,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000268,2025-04-11,16,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00000269,2026-01-12,1,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening
INV00000270,2025-11-23,8,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Morning
INV00000271,2025-05-26,17,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000272,2025-08-24,12,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00000273,2026-01-28,8,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00000274,2025-03-28,13,Held,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00000275,2025-05-19,6,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000276,2025-04-02,5,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00000277,2025-05-24,7,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00000278,2025-04-09,15,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00000279,2026-01-08,14,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00000280,2026-03-31,10,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00000281,2026-03-21,14,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00000282,2025-06-22,0,Pending,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,SAP_BLOCK_MISS,Morning
INV00000283,2026-03-03,11,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00000284,2025-02-13,15,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00000285,2025-02-23,12,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
